Lần chạy 1...
Decode time: 0.143213 seconds
Decode time: 0.174811 seconds
Decode time: 0.114656 seconds
Decode time: 0.0454818 seconds
Decode time: 0.216967 seconds
Decode time: 0.0901139 seconds
Decode time: 0.0497164 seconds
Decode time: 0.218017 seconds
Decode time: 0.158151 seconds
Decode time: 0.149001 seconds
Decode time: 0.141345 seconds
Decode time: 0.127797 seconds
Decode time: 0.223633 seconds
Decode time: 0.0520193 seconds
Decode time: 0.09936 seconds
Decode time: 0.130765 seconds
Decode time: 0.138741 seconds
Decode time: 0.0918429 seconds
Decode time: 0.0416633 seconds
Decode time: 0.0536868 seconds
Decode time: 0.235633 seconds
Decode time: 0.104462 seconds
Decode time: 0.0648491 seconds
Decode time: 0.134722 seconds
Decode time: 0.137177 seconds
Decode time: 0.211576 seconds
Decode time: 0.172033 seconds
Decode time: 0.051118 seconds
Decode time: 0.109786 seconds
Decode time: 0.0523356 seconds
Decode time: 0.179072 seconds
Decode time: 0.116792 seconds
Decode time: 0.13314 seconds
Decode time: 0.138421 seconds
Decode time: 0.132781 seconds
Decode time: 0.187638 seconds
Decode time: 0.0800003 seconds
Decode time: 0.0488134 seconds
Decode time: 0.156973 seconds
Decode time: 0.157412 seconds
Decode time: 0.169413 seconds
Decode time: 0.131263 seconds
Decode time: 0.0654735 seconds
Decode time: 0.105822 seconds
Decode time: 0.226571 seconds
Decode time: 0.0599866 seconds
Decode time: 0.104425 seconds
Decode time: 0.171495 seconds
Decode time: 0.242266 seconds
Decode time: 0.0528434 seconds
Decode time: 0.10753 seconds
Decode time: 0.0539229 seconds
Decode time: 0.056339 seconds
Decode time: 0.0819821 seconds
Decode time: 0.0486681 seconds
Decode time: 0.208765 seconds
Decode time: 0.0529662 seconds
Decode time: 0.139445 seconds
Decode time: 0.168019 seconds
Decode time: 0.143417 seconds
Decode time: 0.118243 seconds
Decode time: 0.123723 seconds
Decode time: 0.0499486 seconds
Decode time: 0.109074 seconds
Decode time: 0.232352 seconds
Decode time: 0.135869 seconds
Decode time: 0.105436 seconds
Decode time: 0.052657 seconds
Decode time: 0.181958 seconds
Decode time: 0.116043 seconds
Decode time: 0.159097 seconds
Decode time: 0.232325 seconds
Decode time: 0.131893 seconds
Decode time: 0.0469754 seconds
Decode time: 0.178635 seconds
Decode time: 0.128022 seconds
Decode time: 0.141358 seconds
Decode time: 0.145424 seconds
Decode time: 0.134164 seconds
Decode time: 0.107536 seconds
Decode time: 0.05905 seconds
Decode time: 0.181846 seconds
Decode time: 0.121209 seconds
Decode time: 0.136725 seconds
Decode time: 0.0595801 seconds
Decode time: 0.144243 seconds
Decode time: 0.0599817 seconds
Decode time: 0.140424 seconds
Decode time: 0.0532446 seconds
Decode time: 0.0858585 seconds
Decode time: 0.0377116 seconds
Decode time: 0.0810373 seconds
Decode time: 0.159488 seconds
Decode time: 0.199988 seconds
Decode time: 0.166539 seconds
Decode time: 0.164943 seconds
Decode time: 0.100156 seconds
Decode time: 0.0410257 seconds
Decode time: 0.0486899 seconds
Decode time: 0.101451 seconds
Decode time: 0.145403 seconds
Decode time: 0.232995 seconds
Decode time: 0.236873 seconds
Decode time: 0.0488578 seconds
Decode time: 0.104512 seconds
Decode time: 0.183773 seconds
Decode time: 0.12032 seconds
Decode time: 0.147219 seconds
Decode time: 0.135995 seconds
Decode time: 0.216143 seconds
Decode time: 0.142734 seconds
Decode time: 0.0504417 seconds
Decode time: 0.140043 seconds
Decode time: 0.207176 seconds
Decode time: 0.0536295 seconds
Decode time: 0.052257 seconds
Decode time: 0.0499093 seconds
Decode time: 0.153684 seconds
Decode time: 0.157078 seconds
Decode time: 0.245145 seconds
Decode time: 0.156637 seconds
Decode time: 0.140267 seconds
Decode time: 0.221368 seconds
Decode time: 0.093073 seconds
Decode time: 0.0556382 seconds
Decode time: 0.123119 seconds
Decode time: 0.133551 seconds
Decode time: 0.124742 seconds
Decode time: 0.145655 seconds
Decode time: 0.188323 seconds
Decode time: 0.0632874 seconds
Decode time: 0.101649 seconds
Decode time: 0.0807011 seconds
Decode time: 0.0458057 seconds
Decode time: 0.0923009 seconds
Decode time: 0.15437 seconds
Decode time: 0.133612 seconds
Decode time: 0.148503 seconds
Decode time: 0.149389 seconds
Decode time: 0.153962 seconds
Decode time: 0.0392408 seconds
Decode time: 0.0467468 seconds
Decode time: 0.0436863 seconds
Decode time: 0.0502342 seconds
Decode time: 0.137678 seconds
Decode time: 0.23508 seconds
Decode time: 0.111349 seconds
Decode time: 0.0555381 seconds
Decode time: 0.107041 seconds
Decode time: 0.0526967 seconds
Decode time: 0.202561 seconds
Decode time: 0.124597 seconds
Decode time: 0.193815 seconds
Decode time: 0.0463669 seconds
Decode time: 0.10713 seconds
Decode time: 0.0626596 seconds
Decode time: 0.151249 seconds
Decode time: 0.142204 seconds
Decode time: 0.0464086 seconds
Decode time: 0.123623 seconds
Decode time: 0.126344 seconds
Decode time: 0.222903 seconds
Decode time: 0.151102 seconds
Decode time: 0.144364 seconds
Decode time: 0.230013 seconds
Decode time: 0.154214 seconds
Decode time: 0.0574499 seconds
Decode time: 0.0848961 seconds
Decode time: 0.12949 seconds
Decode time: 0.152981 seconds
Decode time: 0.0545744 seconds
Decode time: 0.132726 seconds
Decode time: 0.124994 seconds
Decode time: 0.106876 seconds
Decode time: 0.0386989 seconds
Decode time: 0.0481498 seconds
Decode time: 0.0823678 seconds
Decode time: 0.095596 seconds
Decode time: 0.0466748 seconds
Decode time: 0.202949 seconds
Decode time: 0.151383 seconds
Processed images in 147.08 s -> FPS = 6.80
Thời gian: 
Lần chạy 3...
Decode time: 0.0996799 seconds
Decode time: 0.0498093 seconds
Decode time: 0.0883319 seconds
Decode time: 0.0521937 seconds
Decode time: 0.1661 seconds
Decode time: 0.203887 seconds
Decode time: 0.14038 seconds
Decode time: 0.139802 seconds
Decode time: 0.0663022 seconds
Decode time: 0.201296 seconds
Decode time: 0.130749 seconds
Decode time: 0.16015 seconds
Decode time: 0.157985 seconds
Decode time: 0.137348 seconds
Decode time: 0.0683173 seconds
Decode time: 0.207901 seconds
Decode time: 0.0473198 seconds
Decode time: 0.106118 seconds
Decode time: 0.129901 seconds
